S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at 25°C),CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),TDS (mg/L),WQI,Hardness_Category,Unsafe_pH,Unsafe_EC,Unsafe_CO3,Unsafe_HCO3,Unsafe_Cl,Unsafe_F,Unsafe_SO4,Unsafe_NO3,Unsafe_Overall,Water_Safety,Water_Safety_Label
8500,Uttar Pradesh,Mathura,Lohaban,77.7265,27.4977,2023,8.44,1050.0,24.0,293.0,71.0,0.94,72.0,17.0,280.0,40.0,44.0,100.0,3.0,672.0,99.64666666666666,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8501,Uttar Pradesh,Mathura,Nagla Karan,77.8282,27.5325,2023,8.05,7425.0,0.0,390.0,1354.0,0.83,1300.0,70.0,1800.0,164.0,337.0,920.0,19.0,4752.0,627.4333333333333,Very Hard,False,True,False,False,True,False,True,True,True,Unsafe,1
8502,Uttar Pradesh,Mathura,Thok Bindavani,77.9041,27.5697,2023,8.56,1732.0,36.0,561.0,85.0,2.4,175.0,24.0,380.0,40.0,68.0,224.0,5.0,1108.48,135.29333333333332,Very Hard,True,True,False,True,False,True,False,False,True,Unsafe,1
8503,Uttar Pradesh,Maunath,Hanumanganj,83.4254,26.1414,2023,8.01,444.0,0.0,256.0,7.0,0.34,0.0,0.0,200.0,52.0,17.0,9.0,1.0,284.16,70.81666666666666,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8504,Uttar Pradesh,Maunath,Mau Kuber,83.707,25.9653,2023,7.81,841.0,0.0,464.0,14.0,0.38,8.0,6.0,290.0,48.0,41.0,56.0,4.0,538.24,102.07333333333334,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8505,Uttar Pradesh,Maunath Bhanjan,Block Office,83.5111,26.1806,2023,7.77,1027.0,0.0,512.0,50.0,0.66,11.0,6.0,440.0,52.0,74.0,32.0,3.0,657.28,152.68,Very Hard,False,False,False,True,False,False,False,False,True,Unsafe,1
8506,Uttar Pradesh,Maunath Bhanjan,Block Office,83.5094,26.2678,2023,7.86,622.0,0.0,342.0,14.0,0.42,9.0,0.0,270.0,40.0,41.0,17.0,4.0,398.08,94.69333333333333,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8507,Uttar Pradesh,Meerut,In Block Office,77.7142,29.1206,2023,7.82,973.0,0.0,415.0,71.0,0.72,64.0,13.0,360.0,100.0,27.0,77.0,8.0,622.72,125.85000000000001,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8508,Uttar Pradesh,Meerut,In Kodhi Ashram,77.6981,29.0591,2023,8.0,666.0,0.0,366.0,14.0,0.45,10.0,5.0,210.0,40.0,27.0,56.0,7.0,426.24,74.88666666666667,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8509,Uttar Pradesh,Meerut,In Block Office,77.9964,29.1569,2023,7.76,875.0,0.0,342.0,71.0,0.41,47.0,65.0,320.0,64.0,39.0,62.0,9.0,560.0,112.17,Very Hard,False,False,False,False,False,False,False,True,True,Unsafe,1
8510,Uttar Pradesh,Meerut,,77.9657,29.0563,2023,7.93,504.0,0.0,256.0,14.0,0.0,24.0,9.0,225.0,60.0,18.0,11.0,4.0,322.56,79.32333333333334,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8511,Uttar Pradesh,Meerut,In Block Office,77.5608,28.9639,2023,7.93,528.0,0.0,268.0,7.0,1.0,32.0,13.0,230.0,54.0,23.0,14.0,5.0,337.92,81.07000000000001,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8512,Uttar Pradesh,Meerut,In Block Office,77.7439,28.84,2023,7.99,1552.0,0.0,598.0,163.0,1.6,48.0,67.0,570.0,78.0,91.0,128.0,8.0,993.28,197.83666666666667,Very Hard,False,True,False,True,False,True,False,True,True,Unsafe,1
8513,Uttar Pradesh,Meerut,In Block Office,77.8914,28.8925,2023,8.05,729.0,0.0,439.0,7.0,0.51,11.0,7.0,265.0,57.0,30.0,59.0,7.0,466.56,93.44666666666666,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8514,Uttar Pradesh,Meerut,In Block Office,77.8553,29.0958,2023,8.04,595.0,0.0,342.0,7.0,0.68,28.0,10.0,280.0,61.0,31.0,12.0,9.0,380.8,97.99666666666667,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8515,Uttar Pradesh,Meerut,Satish House,77.8223,29.1866,2023,7.74,425.0,0.0,232.0,7.0,0.28,24.0,0.0,185.0,42.0,19.0,16.0,5.0,272.0,65.66333333333334,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8516,Uttar Pradesh,Meerut,In Block Office,77.6881,28.9692,2023,7.98,805.0,0.0,403.0,35.0,0.37,38.0,11.0,320.0,71.0,35.0,53.0,7.0,515.2,112.00999999999999,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8517,Uttar Pradesh,Meerut,,77.6862,28.9081,2023,8.22,895.0,0.0,500.0,21.0,0.19,30.0,15.0,170.0,32.0,22.0,145.0,8.0,572.8000000000001,62.39000000000001,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8518,Uttar Pradesh,Meerut,Awasiya Gate,77.7408,28.9649,2023,7.77,627.0,0.0,268.0,50.0,0.31,32.0,17.0,175.0,36.0,21.0,66.0,5.0,401.28000000000003,63.01333333333333,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8519,Uttar Pradesh,Meerut,Choudary Niwash,77.6684,28.9939,2023,7.69,785.0,0.0,390.0,50.0,0.13,27.0,0.0,235.0,38.0,34.0,88.0,6.0,502.40000000000003,83.51333333333334,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8520,Uttar Pradesh,Meerut,Din Dayal House,77.652,28.9038,2023,7.83,1210.0,0.0,561.0,64.0,0.38,43.0,19.0,330.0,60.0,44.0,122.0,9.0,774.4,116.64333333333333,Very Hard,False,False,False,True,False,False,False,False,True,Unsafe,1
8521,Uttar Pradesh,Meerut,Dinesh House,77.7407,28.9506,2023,7.95,677.0,0.0,281.0,57.0,0.14,34.0,0.0,220.0,46.0,26.0,49.0,6.0,433.28000000000003,78.24,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8522,Uttar Pradesh,Meerut,In Side Balajee Temple,77.6572,28.9433,2023,7.78,1375.0,0.0,659.0,78.0,1.5,45.0,24.0,260.0,40.0,39.0,220.0,7.0,880.0,93.84333333333332,Hard,False,False,False,True,False,False,False,False,True,Unsafe,1
8523,Uttar Pradesh,Meerut,Khadoli Chock,77.6544,28.9851,2023,8.15,540.0,0.0,293.0,14.0,0.62,27.0,0.0,220.0,48.0,24.0,30.0,6.0,345.6,77.85000000000001,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8524,Uttar Pradesh,Meerut,Lalsana Chouraha,77.7255,29.0473,2023,7.71,726.0,0.0,244.0,35.0,0.21,75.0,85.0,300.0,46.0,45.0,43.0,6.0,464.64,104.99000000000001,Very Hard,False,False,False,False,False,False,False,True,True,Unsafe,1
8525,Uttar Pradesh,Meerut,Mangalpuri,77.674,29.0222,2023,7.61,687.0,0.0,378.0,21.0,0.0,33.0,0.0,225.0,42.0,29.0,67.0,7.0,439.68,79.82666666666667,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8526,Uttar Pradesh,Meerut,Meerut Cant,77.7206,29.0035,2023,8.04,845.0,0.0,451.0,28.0,0.3,32.0,18.0,300.0,52.0,41.0,73.0,6.0,540.8,105.49666666666667,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8527,Uttar Pradesh,Meerut,Meerut Cant,77.6973,29.0056,2023,7.95,1017.0,0.0,464.0,43.0,0.89,48.0,28.0,340.0,68.0,41.0,85.0,8.0,650.88,119.37333333333333,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8528,Uttar Pradesh,Meerut,Near Anand Bhawan Inside Shashtri,77.7269,28.9479,2023,8.12,1143.0,0.0,427.0,113.0,0.45,60.0,16.0,330.0,84.0,29.0,105.0,7.0,731.52,116.51666666666667,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8529,Uttar Pradesh,Meerut,Near Azi Hanif In House,77.726,28.9279,2023,7.76,2076.0,0.0,317.0,291.0,0.17,152.0,140.0,415.0,84.0,50.0,245.0,7.0,1328.64,147.84,Very Hard,False,True,False,False,True,False,False,True,True,Unsafe,1
8530,Uttar Pradesh,Meerut,Near Mazar,77.6715,29.0488,2023,7.52,763.0,0.0,390.0,35.0,0.2,41.0,0.0,195.0,42.0,22.0,101.0,6.0,488.32,70.05,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8531,Uttar Pradesh,Meerut,Near Satbir House,77.6372,28.9709,2023,8.09,595.0,0.0,317.0,21.0,0.59,24.0,6.0,200.0,44.0,22.0,56.0,5.0,380.8,71.34666666666666,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8532,Uttar Pradesh,Meerut,Near Shish Mahal,77.6984,28.9421,2023,7.75,487.0,0.0,244.0,28.0,0.47,0.0,12.0,165.0,56.0,6.0,37.0,15.0,311.68,59.20666666666667,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8533,Uttar Pradesh,Meerut,Near Swach Community Toilet,77.6991,28.9866,2023,7.88,637.0,0.0,329.0,28.0,0.3,28.0,5.0,240.0,50.0,28.0,47.0,6.0,407.68,84.75,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8534,Uttar Pradesh,Meerut,New Meenakshi,77.7369,29.0178,2023,7.74,762.0,0.0,232.0,21.0,0.2,154.0,50.0,300.0,60.0,36.0,45.0,6.0,487.68,105.12,Very Hard,False,False,False,False,False,False,False,True,True,Unsafe,1
8535,Uttar Pradesh,Meerut,On Road Side,77.7216,28.9621,2023,7.84,925.0,0.0,415.0,43.0,0.76,55.0,39.0,290.0,84.0,19.0,98.0,6.0,592.0,102.36333333333333,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8536,Uttar Pradesh,Meerut,On Rosd Side,77.6505,28.9177,2023,7.92,1023.0,0.0,293.0,170.0,0.7,21.0,14.0,280.0,40.0,44.0,103.0,8.0,654.72,99.38333333333333,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8537,Uttar Pradesh,Meerut,On Sevice Road Side,77.6989,29.045,2023,7.82,696.0,0.0,378.0,7.0,0.21,0.0,19.0,220.0,42.0,28.0,58.0,5.0,445.44,78.26,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8538,Uttar Pradesh,Meerut,Out Side The Boundary Wall Of,77.6606,28.9633,2023,8.05,1050.0,0.0,525.0,35.0,0.93,48.0,14.0,280.0,60.0,32.0,125.0,7.0,672.0,99.51666666666667,Hard,False,False,False,True,False,False,False,False,True,Unsafe,1
8539,Uttar Pradesh,Meerut,Rohta Fatak,77.6758,28.9824,2023,7.64,1015.0,0.0,366.0,85.0,0.27,44.0,34.0,265.0,46.0,36.0,106.0,8.0,649.6,94.26333333333334,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8540,Uttar Pradesh,Meerut,Shatabdi Nagar,77.6715,28.9404,2023,7.61,1217.0,0.0,464.0,106.0,0.29,19.0,110.0,290.0,32.0,51.0,167.0,9.0,778.88,103.25999999999999,Hard,False,False,False,False,False,False,False,True,True,Unsafe,1
8541,Uttar Pradesh,Meerut,Shiv Nageswar Temple,77.7159,29.0729,2023,7.78,538.0,0.0,293.0,7.0,0.22,33.0,0.0,185.0,36.0,23.0,48.0,6.0,344.32,66.05333333333333,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8542,Uttar Pradesh,Meerut,Shobhapur,77.6486,29.0038,2023,8.14,443.0,0.0,244.0,7.0,0.66,25.0,0.0,210.0,48.0,22.0,8.0,7.0,283.52,74.19,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8543,Uttar Pradesh,Meerut,Sofipur,77.7138,29.0284,2023,7.72,720.0,0.0,281.0,64.0,0.17,42.0,22.0,230.0,80.0,7.0,73.0,6.0,460.8,81.64,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8544,Uttar Pradesh,Meerut,Zila Niwachan Office Gate,77.7165,28.9904,2023,7.88,731.0,0.0,305.0,43.0,0.46,42.0,23.0,240.0,42.0,33.0,64.0,7.0,467.84000000000003,85.06333333333333,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8545,Uttar Pradesh,Meerut,,77.7534,29.0039,2023,7.71,777.0,0.0,317.0,64.0,0.32,38.0,28.0,280.0,56.0,34.0,65.0,6.0,497.28000000000003,98.49333333333334,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8546,Uttar Pradesh,Meerut,In Block Office,77.9211,28.9786,2023,7.55,505.0,0.0,281.0,7.0,0.42,33.0,0.0,240.0,60.0,22.0,15.0,6.0,323.2,84.2,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8547,Uttar Pradesh,Meerut,In Block Office,77.8042,29.0503,2023,7.74,728.0,0.0,390.0,28.0,1.1,32.0,0.0,250.0,57.0,26.0,68.0,5.0,465.92,88.33999999999999,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8548,Uttar Pradesh,Meerut,In Block Office,77.5425,29.0372,2023,7.64,965.0,0.0,586.0,14.0,0.71,19.0,7.0,270.0,36.0,44.0,117.0,8.0,617.6,95.76333333333334,Hard,False,False,False,True,False,False,False,False,True,Unsafe,1
8549,Uttar Pradesh,Meerut,In Block Office,77.8553,29.0958,2023,7.86,1435.0,0.0,427.0,156.0,0.9,59.0,114.0,508.0,78.0,76.0,99.0,26.0,918.4,176.73666666666668,Very Hard,False,False,False,False,False,False,False,True,True,Unsafe,1
8550,Uttar Pradesh,Meerut,In Block Office,77.5425,29.1419,2023,7.64,725.0,0.0,427.0,7.0,0.71,16.0,30.0,320.0,36.0,56.0,27.0,7.0,464.0,111.63,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8551,Uttar Pradesh,Mirzapur,Akorhi,82.4551,25.1713,2023,8.04,964.0,0.0,390.0,78.0,0.5,40.0,45.0,360.0,24.0,53.0,68.0,3.0,616.96,125.89333333333333,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8552,Uttar Pradesh,Mirzapur,Ragayipur,82.3498,25.1645,2023,8.1,688.0,0.0,415.0,14.0,0.7,8.0,0.0,290.0,36.0,48.0,37.0,4.0,440.32,101.66000000000001,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8553,Uttar Pradesh,Mirzapur,Chhanbey (Gaigpura),82.3939,25.1272,2023,7.97,1586.0,0.0,647.0,92.0,0.9,61.0,57.0,280.0,28.0,50.0,226.0,0.0,1015.0400000000001,101.27666666666666,Hard,False,True,False,True,False,False,False,True,True,Unsafe,1
8554,Uttar Pradesh,Mirzapur,Halia,82.335,24.8206,2023,7.74,566.0,0.0,195.0,50.0,0.84,25.0,32.0,240.0,68.0,17.0,18.0,2.0,362.24,84.46666666666667,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8555,Uttar Pradesh,Mirzapur,Baskop,82.1389,24.8226,2023,7.82,615.0,0.0,360.0,14.0,0.36,0.0,13.0,115.0,28.0,11.0,99.0,2.0,393.6,42.99,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
8556,Uttar Pradesh,Mirzapur,Dewari,82.3354,24.6515,2023,8.0,428.0,0.0,183.0,28.0,0.52,28.0,0.0,160.0,36.0,14.0,27.0,2.0,273.92,57.42666666666667,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8557,Uttar Pradesh,Mirzapur,Songarha,82.2706,24.7287,2023,8.16,1310.0,0.0,512.0,170.0,0.81,0.0,0.0,90.0,8.0,17.0,260.0,9.0,838.4,37.086666666666666,Moderately Hard,False,False,False,True,False,False,False,False,True,Unsafe,1
8558,Uttar Pradesh,Mirzapur,Block Office,83.0875,25.1583,2023,7.8,712.0,0.0,317.0,50.0,0.92,19.0,6.0,280.0,68.0,26.0,34.0,2.0,455.68,98.30666666666667,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8559,Uttar Pradesh,Mirzapur,Jamalpur,83.0875,25.1583,2023,7.8,712.0,0.0,317.0,50.0,0.92,19.0,6.0,280.0,68.0,26.0,34.0,2.0,455.68,98.30666666666667,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8560,Uttar Pradesh,Mirzapur,Patti Kalan,83.0245,25.0027,2023,7.9,783.0,0.0,293.0,78.0,0.16,52.0,20.0,260.0,44.0,36.0,74.0,2.0,501.12,91.91000000000001,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8561,Uttar Pradesh,Mirzapur,Kantit,82.5078,25.1545,2023,7.74,839.0,0.0,378.0,71.0,0.5,10.0,28.0,290.0,52.0,38.0,68.0,2.0,536.96,102.04333333333334,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8562,Uttar Pradesh,Mirzapur,Kon (Chilh),82.5511,25.1706,2023,7.8,767.0,0.0,451.0,7.0,0.72,0.0,0.0,280.0,88.0,14.0,46.0,3.0,490.88,98.49000000000001,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8563,Uttar Pradesh,Mirzapur,Bami,82.4538,25.0535,2023,7.69,597.0,0.0,329.0,21.0,0.7,10.0,19.0,210.0,68.0,10.0,54.0,0.0,382.08,74.55333333333333,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8564,Uttar Pradesh,Mirzapur,Boda Khurd,82.4584,24.8993,2023,7.7,250.0,0.0,116.0,7.0,0.25,7.0,12.0,90.0,40.0,7.0,12.0,2.0,160.0,33.4,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
8565,Uttar Pradesh,Mirzapur,Satpedi,82.2972,25.0049,2023,7.74,680.0,0.0,378.0,28.0,0.48,0.0,0.0,150.0,28.0,19.0,94.0,0.0,435.2,54.846666666666664,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8566,Uttar Pradesh,Mirzapur,Hardi Bowthi,82.575,24.9987,2023,7.85,316.0,0.0,159.0,28.0,0.24,0.0,0.0,110.0,24.0,12.0,26.0,7.0,202.24,40.336666666666666,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
8567,Uttar Pradesh,Mirzapur,Jamui,82.7029,24.8854,2023,8.06,426.0,0.0,232.0,21.0,0.2,6.0,6.0,170.0,28.0,24.0,28.0,0.0,272.64,60.77333333333333,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8568,Uttar Pradesh,Mirzapur,Nagar Mirzapur,82.5561,25.12,2023,7.87,754.0,0.0,415.0,14.0,1.3,9.0,0.0,250.0,40.0,36.0,55.0,1.0,482.56,88.47000000000001,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8569,Uttar Pradesh,Mirzapur,Chunar,83.0208,25.2,2023,7.74,1349.0,0.0,451.0,156.0,0.56,56.0,16.0,400.0,60.0,60.0,117.0,5.0,863.36,140.41,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8570,Uttar Pradesh,Mirzapur,Barji Mukundpur,82.6386,25.0735,2023,7.75,1102.0,0.0,415.0,135.0,0.9,24.0,21.0,170.0,36.0,19.0,186.0,0.0,705.28,62.92333333333334,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8571,Uttar Pradesh,Mirzapur,Lahaura,82.7549,25.0151,2023,8.03,666.0,0.0,317.0,43.0,0.9,27.0,8.0,190.0,48.0,17.0,74.0,3.0,426.24,68.23,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8572,Uttar Pradesh,Mirzapur,Pahari,82.7397,25.0847,2023,7.75,1330.0,0.0,512.0,106.0,0.86,33.0,51.0,290.0,52.0,38.0,166.0,0.0,851.2,103.68333333333334,Hard,False,False,False,True,False,False,False,True,True,Unsafe,1
8573,Uttar Pradesh,Mirzapur,Pahari,82.7395,25.0846,2023,7.76,1278.0,0.0,537.0,99.0,0.0,32.0,108.0,240.0,24.0,43.0,213.0,1.0,817.9200000000001,86.84666666666668,Hard,False,False,False,True,False,False,False,True,True,Unsafe,1
8574,Uttar Pradesh,Mirzapur,Pateha Kala,82.6119,25.0115,2023,7.65,392.0,0.0,122.0,43.0,0.22,21.0,17.0,120.0,48.0,0.0,33.0,2.0,250.88,43.85666666666666,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
8575,Uttar Pradesh,Mirzapur,Block Office,82.8369,24.8761,2023,7.72,349.0,0.0,122.0,35.0,0.78,14.0,14.0,130.0,32.0,12.0,19.0,2.0,223.36,47.07,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
8576,Uttar Pradesh,Mirzapur,Block Office,82.8369,24.8761,2023,7.72,349.0,0.0,122.0,35.0,0.78,14.0,14.0,130.0,32.0,12.0,19.0,2.0,223.36,47.07,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
8577,Uttar Pradesh,Mirzapur,Chaukia,82.9438,25.0794,2023,8.1,611.0,0.0,354.0,21.0,0.54,6.0,10.0,180.0,28.0,26.0,71.0,1.0,391.04,64.73666666666666,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8578,Uttar Pradesh,Mirzapur,Jaugarh,82.8193,24.9851,2023,7.83,389.0,0.0,207.0,14.0,0.35,6.0,19.0,170.0,24.0,26.0,18.0,0.0,248.96,60.57333333333333,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8579,Uttar Pradesh,Mirzapur,Rajgarh,82.8369,24.8761,2023,7.72,349.0,0.0,122.0,35.0,0.78,14.0,14.0,130.0,32.0,12.0,19.0,2.0,223.36,47.07,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
8580,Uttar Pradesh,Mirzapur,Sagaha,82.957,24.9877,2023,7.65,483.0,0.0,244.0,35.0,0.34,7.0,0.0,200.0,40.0,24.0,28.0,2.0,309.12,70.82666666666667,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8581,Uttar Pradesh,Moradabad,Block Office,78.7831,28.4618,2023,7.91,917.0,0.0,329.0,71.0,0.47,46.0,51.0,300.0,48.0,43.0,70.0,6.0,586.88,105.69333333333333,Very Hard,False,False,False,False,False,False,False,True,True,Unsafe,1
8582,Uttar Pradesh,Moradabad,Block Office,78.8268,28.9514,2023,7.62,347.0,0.0,195.0,14.0,0.42,0.0,0.0,150.0,40.0,12.0,15.0,2.0,222.08,53.696666666666665,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8583,Uttar Pradesh,Moradabad,Block Office,78.7983,28.6096,2023,7.87,434.0,0.0,268.0,7.0,0.52,0.0,0.0,200.0,44.0,22.0,14.0,4.0,277.76,70.73666666666666,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8584,Uttar Pradesh,Moradabad,Block Office,78.6333,28.9867,2023,7.9,412.0,0.0,244.0,7.0,0.28,6.0,0.0,180.0,44.0,17.0,14.0,3.0,263.68,64.00666666666667,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8585,Uttar Pradesh,Moradabad,Pathanagi,78.5537,29.0595,2023,7.7,506.0,0.0,293.0,14.0,0.31,9.0,0.0,240.0,72.0,14.0,13.0,2.0,323.84000000000003,84.25333333333333,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8586,Uttar Pradesh,Moradabad,Block Office,78.7879,28.6866,2023,7.9,850.0,0.0,354.0,78.0,0.25,49.0,0.0,330.0,40.0,55.0,50.0,13.0,544.0,115.46666666666665,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8587,Uttar Pradesh,Moradabad,Faridpur Hazi,78.8428,29.0631,2023,7.5,1342.0,0.0,598.0,92.0,0.32,51.0,0.0,495.0,20.0,107.0,83.0,2.0,858.88,171.97333333333333,Very Hard,False,False,False,True,False,False,False,False,True,Unsafe,1
8588,Uttar Pradesh,Moradabad,Naronda,78.7002,28.6821,2023,7.71,649.0,0.0,256.0,64.0,0.51,26.0,0.0,225.0,44.0,28.0,43.0,8.0,415.36,79.73333333333333,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8589,Uttar Pradesh,Moradabad,Block Office,78.8797,28.8231,2023,7.92,349.0,0.0,153.0,35.0,0.3,5.0,0.0,140.0,40.0,10.0,18.0,3.0,223.36,50.47,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
8590,Uttar Pradesh,Moradabad,Manoharpur,78.7062,28.8144,2023,7.9,240.0,0.0,195.0,7.0,0.6,8.0,0.0,140.0,32.0,14.0,15.0,4.0,153.6,50.1,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
8591,Uttar Pradesh,Moradabad,Block Office,78.5795,28.4835,2023,7.94,351.0,0.0,195.0,14.0,0.56,5.0,0.0,160.0,36.0,17.0,10.0,3.0,224.64000000000001,57.15,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8592,Uttar Pradesh,Moradabad,Bahpur,78.6901,29.2007,2023,7.7,562.0,0.0,342.0,14.0,0.39,0.0,0.0,215.0,84.0,1.0,43.0,2.0,359.68,76.10666666666667,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8593,Uttar Pradesh,Muzaffarnagar,In Block Office,77.4722,29.2897,2023,7.9,780.0,0.0,329.0,78.0,1.0,23.0,15.0,280.0,57.0,33.0,65.0,5.0,499.2,98.56666666666666,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8594,Uttar Pradesh,Muzaffarnagar,In Road Side,77.4388,29.2848,2023,7.86,854.0,0.0,512.0,14.0,0.8,8.0,7.0,250.0,20.0,49.0,100.0,5.0,546.5600000000001,88.8,Hard,False,False,False,True,False,False,False,False,True,Unsafe,1
8595,Uttar Pradesh,Muzaffarnagar,In Road Side Engineering Work Shope,77.4788,29.2857,2023,8.09,698.0,0.0,317.0,57.0,0.86,23.0,0.0,180.0,32.0,24.0,89.0,5.0,446.72,65.02333333333333,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8596,Uttar Pradesh,Muzaffarnagar,Near Kishan Briks,77.4623,29.2935,2023,7.98,478.0,0.0,293.0,14.0,0.47,0.0,0.0,200.0,40.0,24.0,25.0,3.0,305.92,70.92,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8597,Uttar Pradesh,Muzaffarnagar,Near Temple,77.4969,29.299,2023,7.75,622.0,0.0,342.0,21.0,0.39,10.0,14.0,130.0,24.0,17.0,96.0,5.0,398.08,47.99,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
8598,Uttar Pradesh,Muzaffarnagar,In Block Office,77.5856,29.5458,2023,7.86,315.0,0.0,171.0,7.0,1.0,17.0,0.0,130.0,29.0,14.0,14.0,4.0,201.6,47.00333333333333,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
8599,Uttar Pradesh,Muzaffarnagar,Near Pump House,77.6729,29.5624,2023,7.67,721.0,0.0,415.0,7.0,0.0,17.0,15.0,300.0,32.0,54.0,31.0,8.0,461.44,104.96,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
8600,Uttar Pradesh,Muzaffarnagar,Bypass Road,77.9596,29.2951,2023,7.7,562.0,0.0,232.0,57.0,0.1,18.0,0.0,220.0,50.0,23.0,27.0,6.0,359.68,77.77333333333333,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8601,Uttar Pradesh,Muzaffarnagar,In Block Office,77.8558,29.3303,2023,7.92,488.0,0.0,293.0,7.0,0.89,13.0,0.0,210.0,50.0,21.0,17.0,7.0,312.32,74.26666666666667,Hard,False,False,False,False,False,False,False,False,False,Safe,0
8602,Uttar Pradesh,Muzaffarnagar,In Block Office,77.7292,29.2669,2023,7.6,745.0,0.0,305.0,71.0,0.49,34.0,0.0,290.0,43.0,45.0,45.0,7.0,476.8,101.68333333333334,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
